city,Body Type,Kms_Driven,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seating Capacity,RTO,Ownership,Transmission,Mileage,Engine Displacement,Max Power,Color,Engine Type,Max Torque,No of Cylinder,Value Configuration,Fuel Supply System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Alloy Wheel Size,Ground Clearance Unladen
0,2,120000,20,160,2015,3979,1806,400000.0,13,4,4,5.0,165,4,1,23.1,148,541,138,293,593,3.0,3,53,30,16,0,0,3715,1635,1565,2425,1420,1410,835,1250,9,5,4,4.7,22,7,150,15.05,23,5.0,235.0,4,184.0
0,7,32706,6,50,2018,6087,288,811000.0,86,2,4,5.0,135,3,1,17.0,44,123,138,396,146,3.0,3,23,102,16,0,0,3998,1765,1647,2519,1490,1495,1103,1490,8,5,4,5.3,22,7,170,12.9,26,4.0,352.0,4,184.0
0,2,11949,29,273,2018,2983,129,585000.0,227,2,4,5.0,133,1,1,23.84,14,672,110,355,54,3.0,3,53,80,11,0,0,3746,1647,1535,2400,1400,1420,1012,1490,8,5,4,5.1,5,7,150,14.3,13,5.0,242.0,2,184.0
0,8,17794,9,87,2014,1867,101,462000.0,67,2,4,5.0,167,1,1,19.1,12,648,86,320,36,4.0,3,23,37,6,0,0,3995,1660,1520,2425,1479,1493,1180,1490,9,5,4,4.7,6,7,170,14.2,26,4.0,407.0,2,184.0
0,7,60000,20,178,2015,4277,987,790000.0,13,4,1,5.0,134,1,1,23.65,15,695,55,218,231,4.0,3,49,16,6,3,0,4300,1785,1595,2600,1490,1495,1103,1670,8,5,4,5.1,22,21,190,12.0,26,5.0,353.0,4,184.0
0,7,20000,12,101,2020,5931,485,1900000.0,18,4,1,5.0,134,1,1,17.1,67,265,86,124,418,4.0,3,4,37,6,3,0,4395,1818,1640,2636,1490,1495,1103,1490,21,1,4,5.1,5,6,170,12.9,6,5.0,408.0,5,184.0
0,2,37772,4,37,2017,5223,1684,345000.0,51,2,4,5.0,135,1,1,20.63,13,554,57,344,10,3.0,3,40,37,6,0,0,3785,1635,1490,2450,1440,1445,1070,1490,8,5,4,4.6,0,7,150,13.3,13,5.0,265.0,4,184.0
0,7,30000,9,85,2021,6946,1581,1200000.0,19,4,4,5.0,165,1,0,18.15,148,108,86,278,175,3.0,3,42,37,6,3,0,3995,1770,1605,2500,1490,1495,1440,1490,53,5,4,5.1,5,7,170,12.9,0,5.0,350.0,4,190.0
0,8,37000,20,163,2018,6555,834,960000.0,52,2,4,5.0,133,1,0,20.28,37,19,66,479,109,4.0,3,49,48,6,0,0,4490,1730,1485,2650,1490,1495,1105,1490,3,5,4,5.4,22,7,170,12.9,23,4.0,510.0,4,184.0
0,2,11949,29,273,2017,2985,133,585000.0,104,2,4,5.0,133,1,1,23.84,14,672,110,355,54,3.0,3,53,80,11,0,0,3746,1647,1535,2400,1400,1420,1012,1490,8,5,4,5.1,5,7,150,14.3,13,5.0,242.0,4,184.0
0,2,50000,20,157,2018,3962,85,690000.0,16,4,4,5.0,409,1,1,21.4,12,661,110,455,62,4.0,3,49,37,6,0,0,3995,1745,1510,2520,1515,1525,870,1340,8,5,4,5.1,5,7,180,12.36,26,5.0,339.0,4,184.0
0,2,24887,9,77,2019,5606,107,682000.0,177,4,4,5.0,165,1,0,18.9,12,648,84,320,37,4.0,3,49,37,6,0,0,3765,1660,1520,2425,1479,1493,1200,1490,3,5,4,4.8,5,7,165,12.9,13,5.0,256.0,2,184.0
0,2,23000,8,66,2018,6506,1794,825000.0,210,2,4,5.0,133,1,0,18.2,14,705,57,476,32,4.0,8,64,37,6,0,0,3955,1694,1544,2530,1490,1495,1103,1490,8,5,4,5.1,5,7,172,13.7,26,5.0,354.0,3,184.0
0,2,48928,29,273,2018,5653,134,595000.0,52,2,4,5.0,133,1,0,23.84,14,664,110,355,54,3.0,3,53,80,11,0,0,3746,1647,1535,2400,1400,1420,1012,1490,8,5,4,5.1,5,7,150,12.9,13,5.0,242.0,2,184.0
0,7,108862,17,147,2014,3822,1876,690000.0,48,2,1,7.0,131,4,1,15.1,83,172,116,498,395,4.0,3,24,37,6,3,0,4585,1890,1785,2700,1490,1495,1900,2450,22,5,4,5.6,7,4,175,12.5,27,5.0,352.0,4,184.0
0,7,80000,12,101,2018,5929,473,1350000.0,16,4,1,5.0,199,1,1,17.1,67,265,86,124,418,4.0,3,4,37,6,3,0,4395,1818,1640,2636,1490,1495,1103,1490,21,1,4,5.1,5,6,170,12.9,6,5.0,408.0,5,184.0
0,7,16000,21,204,2022,8437,625,5595000.0,145,2,1,5.0,131,1,0,18.9,66,318,9,278,457,4.0,3,49,37,6,3,0,4436,2020,1611,2729,1617,1596,1675,1490,83,4,4,5.1,5,2,219,12.9,26,5.0,352.0,7,184.0
0,2,65376,9,90,2014,1657,852,521000.0,172,2,1,5.0,160,3,1,21.27,30,699,9,418,255,4.0,3,4,37,6,0,0,3995,1710,1505,2525,1505,1503,1120,1490,21,5,4,5.1,5,2,170,12.9,26,5.0,352.0,2,184.0
0,7,10000,29,265,2022,9207,1926,1005000.0,20,4,4,5.0,132,1,1,17.33,14,107,86,60,170,3.0,3,49,37,6,0,0,3993,1811,1606,2498,1490,1495,1315,1490,21,5,1,5.1,5,7,170,12.9,26,5.0,350.0,4,184.0
0,8,67000,8,63,2016,1215,2099,775000.0,225,2,4,5.0,167,3,1,17.8,44,104,14,469,135,4.0,8,69,37,5,0,0,4440,1695,1495,2600,1480,1465,1049,1490,8,5,4,5.3,5,7,195,10.0,26,4.0,510.0,3,184.0
0,8,100000,1,17,2011,5293,752,2200000.0,9,4,1,5.0,409,4,0,18.48,74,282,138,278,409,4.0,3,6,146,30,0,1,4841,1846,1468,2888,1558,1581,1600,2160,21,5,4,5.1,27,29,170,8.3,26,4.0,352.0,5,184.0
0,2,18083,20,179,2016,10403,1806,582000.0,156,2,4,5.0,134,1,1,22.38,12,694,116,287,45,4.0,3,49,37,6,0,0,3845,1735,1530,2450,1530,1530,1103,1335,16,5,1,4.8,5,7,170,12.9,5,5.0,268.0,4,184.0
0,7,30000,27,236,2020,7703,1453,1090000.0,18,4,4,5.0,131,1,1,16.42,45,39,86,94,122,4.0,3,58,37,6,0,0,4360,1822,1695,2673,1560,1567,1315,1490,16,5,4,5.1,5,7,170,12.9,16,5.0,475.0,4,205.0
0,2,57634,29,273,2016,2983,129,457000.0,139,2,4,5.0,135,3,1,23.84,14,672,116,355,54,3.0,3,53,80,11,0,0,3746,1647,1535,2400,1400,1420,1012,1490,8,5,4,5.1,5,7,150,14.3,13,5.0,242.0,2,184.0
0,8,50000,21,211,2016,4716,1491,4900000.0,14,4,4,5.0,409,3,0,7.81,135,478,86,435,566,8.0,3,23,37,6,3,0,5246,2130,1494,3165,1624,1637,2200,2730,44,7,4,6.15,5,2,250,4.8,26,4.0,530.0,7,184.0
0,8,110000,8,63,2015,1279,2099,550000.0,13,4,4,5.0,108,1,1,17.4,44,104,86,469,135,4.0,8,69,37,5,0,0,4440,1695,1495,2600,1480,1465,1049,1490,9,5,4,5.3,5,7,195,10.0,26,4.0,510.0,3,184.0
0,2,23447,9,81,2018,6670,1646,570000.0,194,2,4,5.0,134,1,0,20.3,3,569,140,30,616,4.0,3,49,37,6,0,0,3610,1645,1560,2400,1463,1481,1050,1490,8,5,4,5.1,5,7,170,12.9,26,5.0,235.0,4,184.0
0,2,30000,9,82,2009,1712,1144,220000.00000000003,7,4,3,5.0,409,3,1,13.45,3,516,86,192,605,3.0,8,52,37,6,0,0,3565,1525,1590,2380,1315,1300,845,1490,8,5,4,5.1,22,7,170,12.9,26,5.0,352.0,1,184.0
0,8,33000,21,200,2017,7578,1106,4145000.000000001,193,2,4,5.0,135,1,0,15.0,72,341,138,280,366,4.0,3,23,37,6,3,0,5063,1860,1494,3079,1595,1597,1585,1490,86,7,1,6.0,22,2,236,8.0,26,4.0,540.0,5,184.0
0,7,87667,17,147,2014,3822,1876,861000.0,30,4,1,7.0,134,3,1,15.1,83,172,8,498,395,4.0,3,24,37,6,3,0,4585,1890,1785,2700,1490,1495,1900,2450,22,5,4,5.6,7,4,175,12.5,27,5.0,352.0,4,184.0
0,8,40000,0,3,2016,12,689,1785000.0000000002,14,4,1,5.0,165,3,0,17.11,68,274,86,381,438,4.0,3,4,37,6,3,0,4701,2040,1427,2808,1564,1551,1595,2055,68,5,4,5.8,22,2,222,7.9,26,4.0,480.0,4,184.0
0,7,79012,17,147,2014,3823,1887,802999.9999999999,206,2,1,7.0,165,3,1,15.1,83,172,116,498,395,4.0,3,23,37,6,3,0,4585,1890,1785,2700,1490,1495,1940,2450,21,5,4,5.6,7,4,175,12.5,27,5.0,352.0,5,184.0
0,7,31344,12,101,2021,8320,1361,2565000.0,213,2,1,5.0,135,1,1,17.1,67,250,8,130,418,4.0,3,49,37,6,3,0,4405,1818,1640,2636,1490,1495,1650,1490,21,1,4,5.1,5,2,170,12.9,23,5.0,352.0,6,184.0
0,8,50000,9,87,2018,5785,166,674000.0,16,4,4,5.0,409,1,1,20.14,12,648,86,52,37,4.0,3,49,37,6,0,0,3995,1660,1520,2425,1479,1493,1140,1490,8,5,4,4.7,5,7,172,12.9,13,4.0,407.0,2,184.0
0,2,12434,20,184,2015,4310,1823,349000.0,173,2,4,5.0,428,1,1,20.51,148,542,14,295,593,3.0,3,49,12,6,0,0,3599,1495,1700,2400,1295,1290,885,1350,8,5,4,4.6,22,7,152,18.6,19,5.0,352.0,4,184.0
0,4,60000,20,165,2019,6701,2068,1050000.0,17,4,4,7.0,167,3,1,19.34,37,37,86,300,109,4.0,3,49,44,6,0,0,4395,1735,1690,2740,1510,1520,1103,1490,8,10,4,5.2,22,7,170,12.9,23,5.0,352.0,4,184.0
0,8,12000,21,197,2019,6598,1430,4425000.0,105,2,1,5.0,165,1,0,12.6,66,343,138,278,458,4.0,3,6,37,6,3,0,4686,2020,1442,2840,1588,1588,1655,1490,86,7,4,5.61,5,2,240,6.9,23,4.0,480.0,5,184.0
0,2,40987,20,184,2015,4310,1823,406000.0,155,2,4,5.0,167,3,1,20.51,148,542,138,295,593,3.0,3,49,12,6,0,0,3599,1495,1700,2400,1295,1290,885,1350,8,5,4,4.6,22,7,152,18.6,19,5.0,352.0,4,184.0
0,8,18157,1,17,2020,7582,759,4965000.0,212,5,4,5.0,165,1,0,15.56,77,402,9,414,412,4.0,3,53,37,6,2,0,4936,2126,1466,2975,1605,1630,1675,1490,78,7,4,5.6,22,25,250,6.1,29,4.0,520.0,6,184.0
0,7,120000,30,285,2011,2263,640,1100000.0,9,4,1,7.0,163,4,1,11.5,117,266,86,178,404,4.0,3,15,37,6,3,0,4695,1840,1850,2750,1540,1540,1955,2510,8,0,4,5.1,22,16,176,9.6,26,5.0,352.0,5,184.0
0,7,40000,27,236,2020,7022,1467,1100000.0,18,4,1,5.0,165,3,0,19.87,36,66,86,278,292,4.0,3,11,37,6,0,0,4360,1822,1695,2673,1560,1567,1375,1490,31,5,4,5.1,5,7,170,12.9,0,5.0,475.0,4,205.0
0,2,89667,9,90,2016,1481,1643,594000.0,174,2,4,5.0,146,1,1,18.6,12,647,138,320,53,4.0,3,49,37,6,0,0,3985,1734,1505,2570,1505,1503,1066,1490,8,5,4,5.2,5,7,170,13.2,13,5.0,295.0,4,184.0
0,2,120000,9,90,2017,1610,863,710000.0,15,4,1,5.0,135,1,1,22.54,30,697,86,418,257,4.0,3,4,37,6,3,0,3985,1734,1505,2570,1505,1503,1515,1490,21,5,4,5.2,5,7,180,11.9,13,5.0,295.0,4,184.0
0,2,56997,20,157,2017,3969,175,692000.0,51,5,4,5.0,133,1,1,21.4,12,661,9,455,62,4.0,3,49,37,6,0,0,3995,1745,1510,2520,1505,1515,880,1340,8,5,4,5.1,5,7,180,12.36,26,5.0,339.0,4,184.0
0,8,120000,9,75,2013,1471,1548,650000.0,11,4,4,5.0,160,1,1,16.3,60,190,86,242,190,4.0,3,61,120,5,0,0,4530,1775,1470,2700,1569,1582,1329,1640,22,5,4,5.3,5,2,170,12.07,26,4.0,420.0,4,184.0
0,8,59000,0,4,2015,36,688,2090000.0,121,4,1,5.0,108,1,0,18.53,68,317,138,267,461,4.0,3,4,37,6,3,0,4933,1874,1455,2912,1627,1618,1735,2240,44,5,4,5.95,22,25,232,8.4,26,4.0,530.0,6,184.0
0,2,18835,20,155,2021,7277,1845,411000.00000000006,74,5,4,5.0,164,1,1,22.05,141,482,116,251,562,3.0,3,49,37,6,0,0,3445,1515,1475,2360,1295,1290,762,1185,8,5,4,4.6,5,7,170,12.9,19,5.0,352.0,4,184.0
0,7,120000,17,138,2010,5716,1537,650000.0,8,4,1,7.0,146,3,1,12.05,83,122,55,496,357,4.0,3,4,37,6,3,0,4430,1817,1975,2680,1490,1495,1990,2510,8,10,4,5.6,5,7,170,12.9,26,5.0,352.0,4,184.0
0,2,40000,22,213,2016,5176,950,3675000.0,121,2,4,4.0,165,1,0,17.33,77,331,138,344,349,4.0,3,53,127,14,3,0,3850,1727,1414,2495,1501,1501,1250,1655,44,10,1,5.4,5,2,233,6.7,11,3.0,352.0,4,184.0
0,2,60932,29,273,2019,6969,1963,610000.0,124,2,4,5.0,133,1,1,23.84,14,664,110,355,54,3.0,3,53,80,11,0,0,3746,1647,1535,2400,1400,1420,1012,1490,8,5,4,5.1,5,7,150,12.9,13,5.0,242.0,3,184.0
0,7,33539,13,107,2020,7122,1163,1675000.0,54,2,4,5.0,135,3,0,16.5,23,156,138,371,290,4.0,3,42,37,6,3,0,4315,1800,1645,2610,1490,1495,1535,1490,54,5,1,5.1,5,2,170,12.9,23,5.0,433.0,5,184.0
0,2,66837,29,273,2018,2985,133,530000.0,71,2,4,5.0,135,3,1,23.84,14,672,14,355,54,3.0,3,53,80,11,0,0,3746,1647,1535,2400,1400,1420,1012,1490,8,5,4,5.1,5,7,150,14.3,13,5.0,242.0,4,184.0
0,8,400,21,200,2022,7406,784,7990000.000000001,127,4,1,5.0,167,1,0,18.9,111,431,138,165,544,6.0,3,23,37,6,3,0,5075,2065,1495,3079,1595,1597,1980,1490,88,5,1,5.1,22,34,250,6.1,26,4.0,352.0,6,184.0
0,2,60000,20,154,2008,3903,1290,250000.0,6,4,4,5.0,409,3,1,19.7,141,480,86,278,557,3.0,8,49,10,6,0,0,3495,1475,1460,2360,1295,1290,705,1140,8,5,4,5.1,5,7,170,17.7,26,5.0,352.0,0,184.0
0,2,44285,9,90,2019,6808,1353,715000.0,53,4,4,5.0,138,1,1,18.6,12,648,57,320,66,4.0,3,49,37,6,0,0,3985,1734,1505,2570,1490,1495,1120,1490,8,5,4,5.2,5,7,170,13.2,26,5.0,285.0,4,184.0
0,7,100000,21,203,2014,4634,703,3500000.0,12,4,1,7.0,211,3,0,11.3,118,413,86,431,550,6.0,3,4,136,45,3,0,5120,2141,1850,3075,1655,1675,2535,1490,44,4,4,6.2,5,2,220,7.9,26,5.0,680.0,7,184.0
0,7,25000,29,264,2021,8311,1995,2250000.0,126,2,1,6.0,146,1,0,14.08,67,250,138,321,418,4.0,3,49,37,6,3,0,4661,1894,1786,2741,1490,1495,1825,1490,31,5,4,5.1,5,2,170,12.9,23,5.0,73.0,6,184.0
0,2,36735,9,77,2018,5607,92,625000.0,105,2,4,5.0,133,1,1,18.9,12,648,9,320,37,4.0,3,49,37,6,0,0,3765,1660,1520,2425,1479,1493,1060,1490,8,5,4,4.8,5,7,165,12.9,13,5.0,256.0,2,184.0
0,7,79000,0,10,2015,122,693,2695000.0,120,2,1,7.0,165,1,0,12.07,114,389,138,431,538,6.0,3,4,37,6,3,0,5089,2177,1737,3002,1651,1681,2345,2995,72,4,4,6.0,22,25,215,7.8,26,5.0,330.0,6,184.0
0,7,120000,17,138,2010,3700,1539,650000.0,8,4,1,8.0,146,3,1,12.05,83,122,55,496,357,4.0,3,6,37,6,3,0,4430,1817,1975,2680,1490,1495,1970,2510,8,5,4,5.6,5,7,170,12.9,26,5.0,352.0,4,184.0
0,2,10000,27,238,2022,7433,24,550000.0,20,4,4,5.0,164,1,0,22.0,149,555,86,344,596,3.0,3,53,37,6,0,0,3731,1579,1474,2422,1490,1495,750,1490,8,5,1,4.9,5,7,170,12.9,26,5.0,279.0,4,184.0
0,7,53645,29,265,2018,5996,297,825000.0,210,2,1,5.0,135,1,1,21.5,44,63,138,352,339,4.0,3,2,78,6,3,0,3994,1811,1607,2498,1540,1530,1103,1490,21,5,4,5.1,5,7,154,13.25,16,5.0,350.0,4,209.0
0,2,100000,9,76,2006,1511,1140,220000.00000000003,4,4,4,5.0,133,3,1,15.3,20,656,86,278,56,4.0,3,63,25,12,0,0,3810,1665,1515,2455,1450,1440,1095,1500,8,5,4,5.1,22,7,166,14.7,26,5.0,352.0,1,184.0
0,2,53982,20,160,2014,10358,1814,428000.0,206,2,4,5.0,133,1,0,26.68,148,531,86,296,588,3.0,3,49,37,6,0,0,3695,1655,1555,2435,1430,1440,815,1260,16,5,1,5.1,22,7,170,12.9,23,5.0,313.0,4,184.0
0,8,110000,28,249,2014,3152,324,695000.0,12,4,1,5.0,133,1,1,21.14,45,29,8,236,312,4.0,3,23,37,6,3,0,4386,1699,1466,2552,1490,1495,1206,1760,8,5,4,5.3,5,7,183,11.0,26,4.0,460.0,3,184.0
0,7,37741,6,50,2019,7350,286,930000.0,87,4,4,5.0,131,3,1,15.9,43,118,138,396,143,3.0,3,23,102,16,0,0,3998,1765,1647,2519,1490,1495,1103,1490,8,5,1,5.3,22,7,170,12.9,26,4.0,352.0,4,184.0
0,2,17367,20,155,2021,7277,1845,455000.0,55,2,4,5.0,132,1,1,22.05,141,482,116,251,562,3.0,3,49,37,6,0,0,3445,1515,1475,2360,1295,1290,762,1185,8,5,4,4.6,5,7,170,12.9,19,5.0,352.0,4,184.0
0,7,94000,9,73,2017,1443,376,1195000.0,140,2,1,5.0,135,1,1,19.67,47,132,57,421,337,4.0,3,6,37,6,3,0,4270,1780,1630,2590,1490,1495,1320,1490,21,5,4,5.3,5,7,190,10.5,13,5.0,400.0,4,184.0
0,7,33700,29,256,2021,9846,1998,2175000.0,37,2,1,5.0,134,1,0,14.6,67,250,57,321,418,4.0,3,49,37,6,3,0,4598,1894,1706,2741,1490,1495,1700,1490,31,5,4,5.1,5,2,170,12.9,23,5.0,425.0,5,184.0
0,2,54601,20,179,2014,10403,1806,442000.0,119,2,4,5.0,167,4,1,22.38,12,694,138,287,45,4.0,3,49,37,6,0,0,3845,1735,1530,2450,1530,1530,1103,1335,16,5,1,4.8,5,7,170,12.9,5,5.0,268.0,4,184.0
0,2,110000,20,179,2018,6195,1764,690000.0,16,4,1,5.0,160,1,1,28.4,15,606,86,217,209,4.0,3,6,37,6,3,0,3840,1735,1530,2450,1530,1530,1103,1490,7,5,4,5.1,5,7,170,12.9,13,5.0,268.0,4,184.0
0,2,64000,20,160,2017,3983,2055,500000.0,193,4,4,5.0,134,3,1,23.1,148,541,110,293,593,3.0,3,53,30,16,0,0,3715,1635,1565,2425,1420,1410,850,1250,9,5,4,4.7,22,7,150,15.05,23,5.0,235.0,2,184.0
0,8,40525,1,15,2016,6631,1299,3395000.0000000005,192,2,1,5.0,171,1,0,21.76,74,330,138,409,459,4.0,3,6,37,6,3,0,4824,1828,1508,2920,1541,1581,1720,1490,68,7,4,5.5,5,2,226,7.7,8,4.0,520.0,6,184.0
0,8,100000,20,163,2015,4002,1770,650000.0,13,4,1,5.0,409,1,1,26.21,15,695,138,213,231,4.0,3,4,15,2,3,0,4490,1730,1485,2650,1495,1505,1105,1585,8,5,4,5.4,24,7,160,15.0,23,4.0,510.0,4,184.0
0,2,44154,8,66,2016,1340,160,537000.0,192,2,4,5.0,133,3,0,19.0,14,705,138,476,32,4.0,8,64,37,6,0,0,3955,1694,1544,2530,1490,1495,1066,1490,8,5,4,5.1,5,7,172,13.7,26,5.0,354.0,3,184.0
0,4,70000,27,240,2016,5099,462,750000.0,14,4,1,7.0,409,1,1,19.98,36,66,138,461,292,4.0,3,6,37,6,3,0,4498,1751,1697,2810,1490,1478,1360,1490,21,5,4,5.55,22,7,170,13.0,13,5.0,207.0,3,184.0
0,8,79000,28,248,2018,6121,437,1789999.9999999998,123,2,4,5.0,147,1,0,15.1,61,296,138,106,310,4.0,3,23,130,72,3,0,4670,1814,1476,2688,1539,1534,1376,1860,44,5,4,5.2,5,2,220,8.26,26,4.0,590.0,4,155.0
0,2,68039,29,273,2017,2969,127,468000.0,104,4,4,5.0,167,3,1,23.84,14,672,84,355,54,3.0,3,53,80,11,0,0,3746,1647,1535,2400,1400,1420,980,1490,8,5,4,5.1,5,7,150,14.3,13,5.0,242.0,4,184.0
0,2,60000,20,175,2014,4141,1847,420000.0,12,4,4,5.0,133,3,1,18.5,12,675,116,289,55,4.0,3,49,37,6,0,0,3775,1680,1620,2360,1470,1480,1015,1430,8,5,4,4.7,22,7,156,15.0,26,5.0,352.0,4,184.0
0,2,10000,9,90,2021,8171,871,920000.0,19,4,4,5.0,165,1,1,20.0,148,110,86,20,174,3.0,3,49,37,6,3,0,3995,1775,1505,2580,1490,1495,1260,1490,24,5,1,5.1,5,7,170,12.9,23,5.0,311.0,4,184.0
0,8,49873,8,63,2013,1264,1754,533000.0,99,4,4,5.0,135,1,1,16.8,44,101,140,365,138,4.0,8,33,37,6,0,0,4440,1695,1485,2550,1490,1495,1095,1490,8,5,4,5.3,5,7,170,12.9,26,4.0,506.0,3,184.0
0,2,90000,31,300,2013,1961,1156,850000.0,11,4,4,5.0,133,4,0,17.2,12,35,86,395,185,4.0,3,50,37,6,3,0,3970,1682,1453,2456,1463,1463,1380,1490,44,5,4,4.97,5,7,170,12.9,26,5.0,352.0,3,184.0
0,8,48960,28,249,2017,3141,322,751000.0,140,4,1,5.0,166,3,1,21.13,45,74,116,236,312,4.0,3,23,37,6,3,0,4413,1699,1466,2552,1490,1495,1192,1490,8,5,4,5.1,5,7,185,12.9,26,4.0,460.0,3,120.0
0,2,70000,9,77,2014,1551,928,388000.0,12,4,1,5.0,134,3,1,24.0,5,578,86,422,161,3.0,3,6,37,6,0,0,3765,1660,1520,2425,1479,1493,1025,1490,8,5,4,4.8,5,7,157,15.6,13,5.0,352.0,4,184.0
0,2,68000,9,90,2013,1654,1643,490000.00000000006,47,2,4,5.0,165,3,1,18.5,12,651,116,320,39,4.0,3,49,37,6,0,0,3995,1710,1505,2525,1505,1503,1040,1490,8,5,4,5.1,5,7,170,12.9,26,5.0,352.0,2,184.0
0,7,23017,17,133,2016,3558,2121,494000.00000000006,192,4,1,6.0,134,1,1,25.32,13,629,84,485,206,3.0,3,6,37,6,3,0,3675,1715,1655,2385,1490,1490,1135,1490,8,5,4,5.05,5,7,160,14.5,26,5.0,243.0,4,184.0
0,2,83000,9,90,2013,1657,852,525000.0,82,2,1,5.0,133,3,1,21.27,30,699,14,418,255,4.0,3,4,37,6,0,0,3995,1710,1505,2525,1505,1503,1120,1490,21,5,4,5.1,5,2,170,12.9,26,5.0,352.0,2,184.0
0,7,92000,1,21,2016,9775,2154,2890000.0,69,2,1,5.0,165,3,0,16.55,74,324,138,140,459,4.0,3,49,37,6,2,0,4708,2138,1676,2864,1490,1495,1865,1490,68,0,1,5.1,22,25,170,7.9,23,5.0,352.0,7,184.0
0,2,62139,20,184,2018,5589,1846,550000.0,210,2,4,5.0,167,1,1,20.51,148,541,110,295,593,3.0,3,49,12,6,0,0,3636,1475,1670,2400,1295,1290,890,1350,8,5,4,4.6,22,7,152,18.6,19,5.0,352.0,4,184.0
0,2,74000,9,89,2013,1575,1348,365000.0,47,2,3,5.0,134,1,1,19.2,3,560,57,265,613,4.0,8,52,37,6,0,0,3585,1595,1550,2380,1400,1385,860,1490,8,5,4,4.7,22,7,170,14.3,26,5.0,352.0,1,184.0
0,2,26500,27,238,2016,5431,2,420000.0,192,2,4,5.0,167,3,0,24.04,149,555,110,344,596,3.0,3,53,37,6,0,0,3679,1579,1478,2422,1490,1495,730,1490,8,5,4,4.9,5,7,159,17.44,26,5.0,300.0,4,184.0
0,8,81716,32,308,2017,2061,970,1895000.0,140,2,1,5.0,131,1,0,27.03,69,334,116,398,449,4.0,3,4,126,6,3,0,4635,2097,1484,2776,1588,1585,1652,2060,68,5,4,5.65,5,2,215,9.2,26,4.0,380.0,5,184.0
0,8,24000,21,200,2018,7577,1051,5990000.0,227,2,1,5.0,133,3,0,17.0,118,412,138,438,553,6.0,3,4,37,6,3,0,5063,1860,1494,3079,1595,1597,1835,1490,86,7,1,6.0,22,2,250,6.6,26,4.0,540.0,5,184.0
0,7,10000,17,146,2022,8391,1877,1050000.0,20,4,4,5.0,133,1,0,17.0,12,75,138,57,233,3.0,3,49,37,6,3,0,3995,1821,1627,2600,1490,1495,1345,1490,38,5,4,5.1,5,2,170,12.9,26,5.0,352.0,4,184.0
0,7,18000,16,123,2021,8344,1605,2075000.0,126,2,4,6.0,165,1,0,16.56,35,178,8,101,327,4.0,3,49,37,6,3,0,4720,1835,1760,2750,1490,1495,1820,1490,39,5,4,5.1,5,2,170,12.9,23,5.0,352.0,6,192.0
0,2,38197,8,61,2013,1203,1504,394000.0,136,4,4,5.0,133,1,1,19.4,13,688,86,475,16,4.0,8,64,37,6,0,0,3610,1680,1500,2345,1480,1465,925,1490,8,5,4,4.5,5,7,170,12.9,26,5.0,175.0,4,184.0
0,2,23000,20,157,2017,6782,2077,725000.0,51,2,4,5.0,165,3,0,19.56,12,646,57,59,44,4.0,3,49,37,6,0,0,3995,1745,1510,2520,1505,1515,1103,1360,96,5,1,4.9,5,7,170,12.79,26,5.0,339.0,4,184.0
0,2,50000,20,156,2013,3957,1268,240000.0,11,4,4,5.0,132,1,1,20.92,148,551,110,289,593,3.0,3,49,37,6,0,0,3620,1475,1460,2360,1295,1290,760,1185,8,5,4,4.6,23,7,170,13.3,26,5.0,352.0,1,184.0
0,7,10000,27,239,2022,8367,1469,835000.0,20,4,4,5.0,167,1,0,19.03,149,584,86,27,608,3.0,3,53,37,6,0,0,3991,1750,1605,2500,1536,1535,1086,1490,8,5,1,5.1,5,7,170,12.9,23,5.0,405.0,4,184.0
0,2,19000,9,77,2019,5607,92,695000.0,159,4,4,5.0,134,1,1,18.9,12,648,9,320,37,4.0,3,49,37,6,0,0,3765,1660,1520,2425,1479,1493,1060,1490,8,5,4,4.8,5,7,165,12.9,13,5.0,256.0,2,184.0
0,7,14000,13,107,2020,7122,1163,1725000.0,54,2,4,5.0,131,1,0,16.5,23,156,138,371,290,4.0,3,42,37,6,3,0,4315,1800,1645,2610,1490,1495,1535,1490,54,5,1,5.1,5,2,170,12.9,23,5.0,433.0,5,184.0
0,2,29268,9,74,2014,1503,1352,330000.0,172,2,4,5.0,150,1,1,21.1,143,495,138,344,571,3.0,8,49,37,6,0,0,3495,1550,1500,2380,1386,1368,910,1490,8,5,4,4.6,5,7,135,19.0,13,5.0,215.0,4,184.0
0,8,20000,31,305,2019,5595,155,990000.0,17,4,4,5.0,131,1,0,18.19,12,22,86,393,185,4.0,8,23,76,6,3,0,4390,1699,1467,2553,1457,1500,1103,1720,44,5,4,5.4,22,7,185,12.3,26,4.0,494.0,3,184.0
0,8,30000,30,295,2018,6400,1125,750000.0,16,4,4,5.0,133,1,1,17.1,43,44,86,70,118,4.0,3,30,37,6,0,0,4425,1730,1495,2550,1490,1495,1095,1580,21,5,4,5.1,5,7,170,12.9,31,4.0,476.0,4,184.0
